p,refinements,shyness,smoothing,threshold,cells,dofs,gmg_its,gmg_time,sweep_time,amg_its,amg_time
1,3,1,3,0.75,1024,1089,9,0.0052707,0.000233555,1,0.000476241
1,3,1,3,1.,1024,1089,6,0.00370145,0.000232816,2,0.000638488
1,3,2,1,0.25,1024,1089,10,0.00446886,0.000182656,2,0.000608038
1,3,2,1,0.5,1024,1089,10,0.0043525,0.000194186,2,0.000628037
1,3,2,1,0.75,1024,1089,10,0.00426437,0.000178877,1,0.000476141
1,3,2,1,1.,1024,1089,8,0.0033408,0.000188767,2,0.000632568
1,3,2,2,0.25,1024,1089,9,0.0047519,0.000210586,2,0.000625128
1,3,2,2,0.5,1024,1089,9,0.00457532,0.000205886,2,0.000620978
1,3,2,2,0.75,1024,1089,9,0.00451601,0.000202886,1,0.000466441
1,3,2,2,1.,1024,1089,7,0.00355367,0.000197286,2,0.000617568
1,3,2,3,0.25,1024,1089,9,0.00525701,0.000226445,2,0.000616127
1,3,2,3,0.5,1024,1089,9,0.00518897,0.000223796,2,0.000600978
1,3,2,3,0.75,1024,1089,9,0.00514482,0.000231426,1,0.00047638
1,3,2,3,1.,1024,1089,6,0.0035218,0.000217626,2,0.000619628
1,3,3,1,0.25,1024,1089,10,0.00419983,0.000193796,2,0.000599738
1,3,3,1,0.5,1024,1089,10,0.00411423,0.000174347,2,0.000616817
1,3,3,1,0.75,1024,1089,10,0.0039337,0.000187847,1,0.00050117
1,3,3,1,1.,1024,1089,8,0.0031808,0.000173366,2,0.000626148
1,3,3,2,0.25,1024,1089,9,0.00439372,0.000197166,2,0.000621618
1,3,3,2,0.5,1024,1089,9,0.00430582,0.000208185,2,0.000622057
1,3,3,2,0.75,1024,1089,9,0.00411185,0.000205646,1,0.000477781
1,3,3,2,1.,1024,1089,7,0.00323616,0.000191906,2,0.000631778
1,3,3,3,0.25,1024,1089,9,0.00488391,0.000213996,2,0.000607728
1,3,3,3,0.5,1024,1089,9,0.00478493,0.000211056,2,0.000612268
1,3,3,3,0.75,1024,1089,9,0.00450513,0.000202436,1,0.000488141
1,3,3,3,1.,1024,1089,6,0.00316342,0.000200356,2,0.000625068
1,4,1,1,0.25,4096,4225,11,0.0170123,0.000598848,12,0.00290675
1,4,1,1,0.5,4096,4225,10,0.0153344,0.000593229,11,0.00266744
1,4,1,1,0.75,4096,4225,10,0.015139,0.000585388,11,0.00267137
1,4,1,1,1.,4096,4225,8,0.0121747,0.000584668,12,0.0028723
1,4,1,2,0.25,4096,4225,10,0.0172883,0.000653107,12,0.00290362
1,4,1,2,0.5,4096,4225,10,0.017124,0.000646938,11,0.00267454
1,4,1,2,0.75,4096,4225,10,0.0165972,0.000636637,11,0.00264723
1,4,1,2,1.,4096,4225,7,0.0118704,0.000629078,12,0.00288122
1,4,1,3,0.25,4096,4225,10,0.0189261,0.000696486,12,0.00294482
1,4,1,3,0.5,4096,4225,10,0.0182984,0.000690846,11,0.00266821
1,4,1,3,0.75,4096,4225,10,0.0182353,0.000690286,11,0.00267113
1,4,1,3,1.,4096,4225,7,0.0128642,0.000671767,12,0.00289796
1,4,2,1,0.25,4096,4225,11,0.0165749,0.000579389,12,0.00289457
1,4,2,1,0.5,4096,4225,10,0.0149704,0.000579759,11,0.00264716
1,4,2,1,0.75,4096,4225,10,0.0147419,0.000571709,11,0.00263868
1,4,2,1,1.,4096,4225,8,0.0117142,0.00054746,12,0.00287929
1,4,2,2,0.25,4096,4225,10,0.0166537,0.000652147,12,0.00291708
1,4,2,2,0.5,4096,4225,10,0.0163231,0.000617168,11,0.00265086
1,4,2,2,0.75,4096,4225,10,0.0163024,0.000616848,11,0.00267187
1,4,2,2,1.,4096,4225,7,0.0116383,0.000598298,12,0.00287582
1,4,2,3,0.25,4096,4225,10,0.0181621,0.000696057,12,0.00292587
1,4,2,3,0.5,4096,4225,10,0.017777,0.000666047,11,0.00267617
1,4,2,3,0.75,4096,4225,10,0.0179711,0.000652947,11,0.00265589
1,4,2,3,1.,4096,4225,7,0.0126499,0.000659407,12,0.00287818
1,4,3,1,0.25,4096,4225,11,0.0158843,0.000561039,12,0.00289103
1,4,3,1,0.5,4096,4225,10,0.0146335,0.000571778,11,0.00264237
1,4,3,1,0.75,4096,4225,10,0.0141386,0.000557219,11,0.00264858
1,4,3,1,1.,4096,4225,8,0.011278,0.000567149,12,0.00288566
1,4,3,2,0.25,4096,4225,10,0.0157741,0.000601288,12,0.00291303
1,4,3,2,0.5,4096,4225,10,0.0154996,0.000598238,11,0.00264152
1,4,3,2,0.75,4096,4225,10,0.0154204,0.000608008,11,0.00264646
1,4,3,2,1.,4096,4225,7,0.0109531,0.000590749,12,0.00289115
1,4,3,3,0.25,4096,4225,10,0.0171103,0.000668766,12,0.00291515
1,4,3,3,0.5,4096,4225,10,0.0167709,0.000626427,11,0.00271864
1,4,3,3,0.75,4096,4225,10,0.0162782,0.000620598,11,0.00265752
1,4,3,3,1.,4096,4225,7,0.0119103,0.000603008,12,0.00287596
1,5,1,1,0.25,16384,16641,12,0.0951429,0.00355056,12,0.0111317
1,5,1,1,0.5,16384,16641,12,0.0931165,0.00348777,12,0.0111154
1,5,1,1,0.75,16384,16641,12,0.0931779,0.00353005,12,0.0111801
1,5,1,1,1.,16384,16641,9,0.0689286,0.0033577,13,0.0119881
1,5,1,2,0.25,16384,16641,12,0.104624,0.00372168,12,0.0111249
1,5,1,2,0.5,16384,16641,12,0.103015,0.00384228,12,0.0111843
1,5,1,2,0.75,16384,16641,12,0.103284,0.00362493,12,0.0111779
1,5,1,2,1.,16384,16641,8,0.0688553,0.00350792,13,0.0120407
1,5,1,3,0.25,16384,16641,12,0.115169,0.00391825,12,0.011082
1,5,1,3,0.5,16384,16641,12,0.111772,0.0040831,12,0.0111864
1,5,1,3,0.75,16384,16641,12,0.111778,0.00383164,12,0.0111581
1,5,1,3,1.,16384,16641,8,0.0736021,0.00399858,13,0.0119996
1,5,2,1,0.25,16384,16641,12,0.0937548,0.00337215,12,0.0111725
1,5,2,1,0.5,16384,16641,12,0.0914725,0.00335026,12,0.0111885
1,5,2,1,0.75,16384,16641,12,0.0927388,0.00335119,12,0.0112275
1,5,2,1,1.,16384,16641,9,0.0673052,0.00328423,13,0.0120677
1,5,2,2,0.25,16384,16641,12,0.104179,0.0036129,12,0.0113063
1,5,2,2,0.5,16384,16641,12,0.101383,0.00358274,12,0.0111534
1,5,2,2,0.75,16384,16641,12,0.100887,0.00356132,12,0.0112129
1,5,2,2,1.,16384,16641,8,0.0680408,0.00346491,13,0.0120621
1,5,2,3,0.25,16384,16641,11,0.103146,0.00421689,12,0.0111894
1,5,2,3,0.5,16384,16641,12,0.109325,0.00405662,12,0.0114525
1,5,2,3,0.75,16384,16641,12,0.107936,0.00401165,12,0.0112897
1,5,2,3,1.,16384,16641,8,0.0724853,0.00385268,13,0.012071
1,5,3,1,0.25,16384,16641,12,0.0894679,0.00329637,12,0.0110925
1,5,3,1,0.5,16384,16641,12,0.0882159,0.00318861,12,0.0111622
1,5,3,1,0.75,16384,16641,12,0.0881804,0.00343302,12,0.0112216
1,5,3,1,1.,16384,16641,9,0.0668428,0.00314402,13,0.0120531
1,5,3,2,0.25,16384,16641,12,0.0965999,0.00361312,12,0.0111039
1,5,3,2,0.5,16384,16641,12,0.0973177,0.00351549,12,0.0112142
1,5,3,2,0.75,16384,16641,12,0.0949938,0.00339531,12,0.0111725
1,5,3,2,1.,16384,16641,8,0.0642685,0.00335578,13,0.0120503
1,5,3,3,0.25,16384,16641,11,0.098237,0.00364689,12,0.0111305
1,5,3,3,0.5,16384,16641,12,0.102952,0.00381388,12,0.0111563
1,5,3,3,0.75,16384,16641,12,0.102626,0.00362382,12,0.0111388
1,5,3,3,1.,16384,16641,8,0.0686592,0.00350914,13,0.012044
1,7,1,1,0.25,262144,263169,13,2.37069,0.0814538,14,0.2948
1,7,1,1,0.5,262144,263169,12,2.19693,0.0832526,14,0.292928
1,7,1,1,0.75,262144,263169,12,2.17097,0.083738,14,0.287016
1,7,1,1,1.,262144,263169,11,1.97729,0.0766934,15,0.312229
1,7,1,2,0.25,262144,263169,12,2.24635,0.084162,14,0.298131
1,7,1,2,0.5,262144,263169,12,2.22988,0.0835563,14,0.292841
1,7,1,2,0.75,262144,263169,12,2.22538,0.0847525,14,0.293291
1,7,1,2,1.,262144,263169,10,1.89222,0.0823397,15,0.309952
1,7,1,3,0.25,262144,263169,12,2.27346,0.0833175,14,0.296162
1,7,1,3,0.5,262144,263169,12,2.28474,0.0852356,14,0.293328
1,7,1,3,0.75,262144,263169,12,2.20598,0.0782699,14,0.295216
1,7,1,3,1.,262144,263169,10,1.87865,0.077934,15,0.309792
1,7,2,1,0.25,262144,263169,13,2.3289,0.0807795,14,0.301194
1,7,2,1,0.5,262144,263169,12,2.20137,0.0833678,14,0.292711
1,7,2,1,0.75,262144,263169,12,2.18338,0.0826364,14,0.299103
1,7,2,1,1.,262144,263169,11,1.97789,0.0824306,15,0.312728
1,7,2,2,0.25,262144,263169,12,2.21197,0.0840252,14,0.297385
1,7,2,2,0.5,262144,263169,12,2.23778,0.0849816,14,0.30125
1,7,2,2,0.75,262144,263169,12,2.2187,0.0821427,14,0.302247
1,7,2,2,1.,262144,263169,10,1.85989,0.0832798,15,0.310146
1,7,2,3,0.25,262144,263169,12,2.2352,0.0869811,14,0.302624
1,7,2,3,0.5,262144,263169,12,2.26824,0.0833688,14,0.300887
1,7,2,3,0.75,262144,263169,12,2.20524,0.078869,14,0.287507
1,7,2,3,1.,262144,263169,10,1.91626,0.0877443,15,0.311632
1,7,3,1,0.25,262144,263169,13,2.32115,0.079884,14,0.293232
1,7,3,1,0.5,262144,263169,13,2.327,0.0833064,14,0.294575
1,7,3,1,0.75,262144,263169,13,2.31411,0.0806186,14,0.291106
1,7,3,1,1.,262144,263169,11,1.96441,0.0852921,15,0.312299
1,7,3,2,0.25,262144,263169,12,2.18666,0.0810777,14,0.297756
1,7,3,2,0.5,262144,263169,12,2.21119,0.0826444,14,0.296608
1,7,3,2,0.75,262144,263169,12,2.18678,0.082371,14,0.288995
1,7,3,2,1.,262144,263169,10,1.8841,0.0835376,15,0.312028
1,7,3,3,0.25,262144,263169,12,2.23085,0.0835125,14,0.298276
1,7,3,3,0.5,262144,263169,12,2.23703,0.0837739,14,0.299869
1,7,3,3,0.75,262144,263169,12,2.19792,0.0842697,14,0.299414
1,7,3,3,1.,262144,263169,10,1.88697,0.0848944,15,0.310602
1,8,1,1,0.25,1048576,1050625,13,9.95135,0.351856,16,1.5126
1,8,1,1,0.5,1048576,1050625,13,10.1178,0.353596,16,1.55996
1,8,1,1,0.75,1048576,1050625,13,10.011,0.362125,16,1.53721
1,8,1,1,1.,1048576,1050625,11,8.69492,0.32719,17,1.63201
1,8,1,2,0.25,1048576,1050625,13,10.253,0.353833,16,1.57836
1,8,1,2,0.5,1048576,1050625,13,10.1821,0.35626,16,1.5757
1,8,1,2,0.75,1048576,1050625,13,10.1281,0.331404,16,1.53345
1,8,1,2,1.,1048576,1050625,11,8.74953,0.351616,17,1.66193
1,8,1,3,0.25,1048576,1050625,13,10.2804,0.36391,16,1.57982
1,8,1,3,0.5,1048576,1050625,13,10.2275,0.357987,16,1.55668
1,8,1,3,0.75,1048576,1050625,13,10.1967,0.359903,16,1.57632
1,8,1,3,1.,1048576,1050625,11,8.82636,0.344021,17,1.66451
1,8,2,1,0.25,1048576,1050625,13,10.0796,0.32909,16,1.55488
1,8,2,1,0.5,1048576,1050625,13,10.1098,0.350779,16,1.55569
1,8,2,1,0.75,1048576,1050625,13,10.0729,0.347956,16,1.53083
1,8,2,1,1.,1048576,1050625,11,8.75221,0.323698,17,1.65319
1,8,2,2,0.25,1048576,1050625,13,10.0804,0.346719,16,1.52341
1,8,2,2,0.5,1048576,1050625,13,10.1292,0.353979,16,1.52395
1,8,2,2,0.75,1048576,1050625,13,10.1435,0.336022,16,1.55639
1,8,2,2,1.,1048576,1050625,11,8.77408,0.324904,17,1.64822
1,8,2,3,0.25,1048576,1050625,13,10.2737,0.364627,16,1.5649
1,8,2,3,0.5,1048576,1050625,13,10.2583,0.336862,16,1.53131
1,8,2,3,0.75,1048576,1050625,13,10.2461,0.354576,16,1.5497
1,8,2,3,1.,1048576,1050625,11,8.75263,0.333412,17,1.65891
1,8,3,1,0.25,1048576,1050625,13,10.0098,0.326419,16,1.52478
1,8,3,1,0.5,1048576,1050625,13,9.97704,0.351921,16,1.55105
1,8,3,1,0.75,1048576,1050625,13,10.017,0.328579,16,1.54807
1,8,3,1,1.,1048576,1050625,11,8.6496,0.3452,17,1.66814
1,8,3,2,0.25,1048576,1050625,13,10.039,0.344319,16,1.55515
1,8,3,2,0.5,1048576,1050625,13,10.0625,0.346757,16,1.54123
1,8,3,2,0.75,1048576,1050625,13,10.0791,0.321309,16,1.53588
1,8,3,2,1.,1048576,1050625,11,8.76221,0.324574,17,1.65272
1,8,3,3,0.25,1048576,1050625,13,10.109,0.358036,16,1.55068
1,8,3,3,0.5,1048576,1050625,13,10.1709,0.330877,16,1.54809
1,8,3,3,0.75,1048576,1050625,13,10.1284,0.348456,16,1.56568
1,8,3,3,1.,1048576,1050625,11,8.76483,0.322813,17,1.66811
1,9,1,1,0.25,4194304,4198401,14,44.3467,1.49146,15,5.74138
1,9,1,1,0.5,4194304,4198401,14,44.1977,1.42356,16,6.16996
1,9,1,1,0.75,4194304,4198401,14,43.5171,1.27784,16,6.19137
1,9,1,1,1.,4194304,4198401,12,37.7733,1.28,17,6.80628
1,9,1,2,0.25,4194304,4198401,14,44.1703,1.41048,15,5.7782
1,9,1,2,0.5,4194304,4198401,14,44.3924,1.4874,16,6.23221
1,9,1,2,0.75,4194304,4198401,14,44.312,1.28491,16,6.23958
1,9,1,2,1.,4194304,4198401,12,38.5112,1.44918,17,6.7807
1,9,1,3,0.25,4194304,4198401,14,44.9113,1.42061,15,5.73987
1,9,1,3,0.5,4194304,4198401,14,44.8238,1.42434,16,6.3126
1,9,1,3,0.75,4194304,4198401,14,44.3048,1.42996,16,6.21804
1,9,1,3,1.,4194304,4198401,12,38.0583,1.28051,17,6.68174
1,9,2,1,0.25,4194304,4198401,14,43.3645,1.27701,15,5.76999
1,9,2,1,0.5,4194304,4198401,14,42.8598,1.26299,16,6.30226
1,9,2,1,0.75,4194304,4198401,14,44.0369,1.43587,16,6.16599
1,9,2,1,1.,4194304,4198401,12,37.6964,1.27624,17,6.73032
1,9,2,2,0.25,4194304,4198401,14,43.7641,1.3001,15,5.72631
1,9,2,2,0.5,4194304,4198401,14,44.2577,1.58583,16,6.17821
1,9,2,2,0.75,4194304,4198401,14,43.5579,1.27367,16,6.24298
1,9,2,2,1.,4194304,4198401,12,37.9533,1.28563,17,6.67888
1,9,2,3,0.25,4194304,4198401,14,44.5777,1.46432,15,5.73152
1,9,2,3,0.5,4194304,4198401,14,44.8086,1.46356,16,6.30324
1,9,2,3,0.75,4194304,4198401,14,44.0501,1.28667,16,6.16349
1,9,2,3,1.,4194304,4198401,12,38.1338,1.29041,17,6.66675
1,9,3,1,0.25,4194304,4198401,14,43.4734,1.28654,15,5.76397
1,9,3,1,0.5,4194304,4198401,14,43.8634,1.51647,16,6.23045
1,9,3,1,0.75,4194304,4198401,14,43.301,1.27274,16,6.2439
1,9,3,1,1.,4194304,4198401,13,41.2251,1.45801,17,6.75138
1,9,3,2,0.25,4194304,4198401,14,43.5273,1.281,15,5.77502
1,9,3,2,0.5,4194304,4198401,14,44.1242,1.56885,16,6.31224
1,9,3,2,0.75,4194304,4198401,14,44.3084,1.4623,16,6.15164
1,9,3,2,1.,4194304,4198401,12,38.0658,1.45187,17,6.68737
1,9,3,3,0.25,4194304,4198401,14,44.1353,1.53755,15,5.64506
1,9,3,3,0.5,4194304,4198401,14,43.9342,1.27913,16,6.12498
1,9,3,3,0.75,4194304,4198401,14,44.0853,1.28935,16,6.17773
1,9,3,3,1.,4194304,4198401,12,38.3421,1.43636,17,6.77998
